OBJECTID,Postleitzahl,note,Einwohner:Innen,Gebietgröße in km²,Shape__Area,Shape__Length
6018,31191,31191 Algermissen,8019,35.711567,95242197.0219727,57205.4704774982
6019,31188,31188 Holle,7233,60.931482,161213566.945801,85569.8721510484
6020,31089,31089 Duingen,5298,59.769195,157595486.859863,83735.8054679082
6021,31180,31180 Giesen,9764,33.904322,90162558.840332,61015.2459016506
6022,31061,31061 Alfeld (Leine),19474,73.045793,192418035.144531,91042.7459065319
6023,31199,31199 Diekholzen,6731,30.328578,80270316.3144531,47796.8236012396
6024,31157,31157 Sarstedt,18193,43.090465,114806484.472168,70052.0922493861
6025,31137,"31137 Hildesheim (Nordstadt, Himmelsthür, Bockfeld)",23243,14.2001,37711014.3369141,37500.9200065945
6026,31073,"31073 Grünenplan, Delligsen",8165,74.520571,195841776.509766,77559.1643374029
6027,31177,31177 Harsum,11687,49.958574,132918637.094238,62136.6094477231
6028,31028,31028 Gronau (Leine),11163,88.326624,233644068.980469,87171.6100094401
6029,31036,31036 Eime,2719,21.930203,57973010.7792969,67482.7994086433
6030,24809,24809 Nübbel,1574,14.53532,42555227.0268555,28162.806108451
6031,31167,31167 Bockenem,10162,110.470304,291264721.182129,93799.6768136063
6032,31141,31141 Hildesheim,19565,13.628234,36126980.7670898,39249.1645068704
6033,31162,31162 Bad Salzdetfurth,13382,66.803899,176647995.25293,72411.3075943228
6034,31008,31008 Elze,9010,47.936653,127028506.990723,81294.4441998633
6035,31174,31174 Schellerten,8259,80.120599,212784655.248047,98932.747993075
6036,31135,"31135 Hildesheim (Oststadt, Achtum, Bavenstedt, Drispenstedt, Einum, Uppen)",18193,24.188465,64223143.1777344,52594.4857503672
6037,31171,31171 Nordstemmen,12269,60.005519,159345614.889648,99744.9015159243
6038,31185,31185 Söhlde,7986,57.688324,153318060.84668,83627.1628212638
6039,31868,31868 Ottenstein,1195,32.813732,86305426.2631836,46864.03013621
6040,31789,31789 Hameln,21084,40.020348,105928662.57373,88920.6444239156
6041,31863,31863 Coppenbrügge,7421,90.695188,240216768.156738,97778.3017501882
6042,31020,31020 Salzhemmendorf,9697,94.505905,249863017.899902,115190.481041649
6043,31860,31860 Emmerthal,10220,116.12501,306446931.615723,105956.998491528
6044,31812,31812 Bad Pyrmont,19120,61.876028,162901325.282227,86479.3638413352
6045,31855,31855 Aerzen,10971,105.188703,277983654.945801,104840.264409632
6046,31848,31848 Bad Münder am Deister,17696,107.846317,286864387.246582,108481.085744814
6047,31515,31515 Wunstorf,40666,125.620632,337694214.143555,132417.982491589
6048,31609,31609 Balge,1878,33.23862,90451305.2241211,59154.8120816375
6049,31626,31626 Haßbergen,1611,15.850561,43200259.668457,38332.780351966
6050,31619,31619 Binnen,1000,21.745218,58982315.640625,47825.3617847806
6051,31608,31608 Marklohe,4472,32.889225,89321253.3105469,57856.5205675243
6052,31592,31592 Stolzenau,7510,64.935582,175165475.905273,88711.4933114608
6053,27333,"27333 Schweringen, Warpe, Bücken",3884,67.20542,183357243.542969,83457.2606829187
6054,31547,31547 Rehburg-Loccum,10192,99.322841,267355973.59082,95297.3334517607
6055,31595,31595 Steyerberg,5371,101.853125,275670861.325195,116613.947120708
6056,31634,31634 Steimbke,2540,63.297598,172010230.574219,90536.8355593283
6057,24646,24646 Warder,619,8.572607,25035569.9511719,23471.2125374978
6058,31636,31636 Linsburg,921,22.881104,61923719.6577148,41099.9844176833
6059,31582,31582 Nienburg/Weser,30902,65.400344,177424488.380371,80214.3037870943
6060,31613,31613 Wietzen,2240,40.500564,110175370.657715,69901.0258465305
6061,31600,31600 Uchte,5435,90.235091,243468412.888184,95725.9004430075
6062,31633,31633 Leese,1653,29.720264,80142939.8256836,41091.6333213819
6063,31603,31603 Diepenau,4108,70.229165,188945147.521973,76985.9030123936
6064,31628,31628 Landesbergen,2782,41.942253,113331828.052246,67924.2123056843
6065,31623,31623 Drakenburg,1746,11.45913,31160713.3710938,38855.4329735065
6066,31629,31629 Estorf,1702,20.456914,55372668.7705078,41246.4895888022
6067,27324,"27324 Eystrup, Hassel u.a.",6346,59.307279,161951061.775391,81515.0418569628
6068,31637,31637 Rodewald,2561,59.957953,162945954.819824,68944.677398301
6069,24813,24813 Schülp bei Rendsburg,1022,7.505982,21958785.4472656,26095.3725689868
6070,24797,24797 Breiholz u.a.,1576,36.201926,105688092.805664,76831.5207623875
6071,24241,24241 Blumenthal,1947,34.55442,100954020.883301,88219.545026314
6072,31618,31618 Liebenau,3634,26.038365,70542410.4624023,71095.252783636
6073,24784,24784 Westerrönfeld,4925,6.155134,18026911.1313477,20349.203445329
6074,31638,31638 Stöckse,1347,38.738474,105060621.181641,56037.5479625629
6075,31604,31604 Raddestorf,2000,41.823143,112499474.202637,70868.9023022445
6076,24647,24647 Wasbek,2879,38.233277,110888097.29834,53405.7768861528
6077,24594,24594 Hohenwestedt,8166,99.229593,288184086.080566,110473.38063698
6078,31632,31632 Husum,2356,38.930218,105293220.228027,55384.2439265745
6079,24634,24634 Padenstedt,1813,26.613095,77040673.4760742,46638.4696817355
6080,31606,31606 Warmsen,3480,81.786494,219883128.994141,83554.7134345
6081,31622,31622 Heemsen,1774,44.688972,121660862.912109,73545.6131113451
6082,24640,24640 Schmalfeld,2586,37.831101,108796191.355469,50320.9034434472
6083,31226,31226 Peine,14070,56.368749,150598789.731445,83482.5126947002
6084,31241,31241 Ilsede,11523,28.994684,77360293.1982422,54411.0159204706
6085,31228,31228 Peine,16574,34.790948,93150330.2548828,60319.8945971035
6086,31224,31224 Peine,17975,28.373083,75865113.0048828,51209.7236638553
6087,31234,31234 Edemissen,12374,103.789481,278463695.20166,108724.38065876
6088,24649,24649 Wiemersdorf,1983,23.612148,68112724.3149414,39508.4392220706
6089,24238,24238 Selent,3204,64.743291,189574307.849121,73250.7709863214
6090,31249,31249 Hohenhameln,9059,69.475292,185333989.442871,81012.724428871
6091,27616,27616 Beverstedt,13814,198.04577,557541587.17334,138617.226313269
6092,31675,31675 Bückeburg,19331,69.546567,185740834.441406,79942.2602692223
6093,82393,82393 Iffeldorf,2489,27.509671,60902444.6796875,45665.2029587729
6094,82402,82402 Seeshaupt,3008,34.757808,77065450.9858398,59471.2170272491
6095,82386,82386 Huglfing,4607,39.270246,86872803.5126953,58216.4459756989
6096,82383,82383 Hohenpeißenberg,3780,20.439047,45283703.5771484,47024.1313041013
6097,82436,82436 Eglfing,960,16.19007,35779207.5004883,48632.8677400564
6098,82399,82399 Raisting,2185,21.897874,48704275.9213867,39192.3615840639
6099,82409,82409 Wildsteig,1260,47.6142,104958298.038574,72726.2791195732
6100,82392,82392 Habach,1085,12.162769,26866396.8125,31409.0893009947
6101,82401,82401 Rottenbuch,1760,31.622164,69864060.6318359,75071.8553311671
6102,82390,82390 Eberfing,1336,25.981186,57523293.1298828,45483.0196760515
6103,82380,82380 Peißenberg,12465,40.417571,89514388.6879883,67050.6985250044
6104,31749,31749 Auetal,6523,61.304339,163340009.391113,76164.5387800487
6105,82398,82398 Polling,3252,28.449007,63049890.309082,61936.4450647383
6106,31708,31708 Ahnsen,1182,3.448275,9195037.48535156,17754.6221590024
6107,31710,31710 Buchholz,750,1.52384,4057715.54199219,11917.0485705122
6108,82377,82377 Penzberg,16011,25.702411,56843068.4384766,50895.7646903784
6109,82407,82407 Wielenbach,3069,32.298801,71742257.5361328,69104.1063914847
6110,82396,82396 Pähl,2261,34.632495,77077432.7255859,61114.2011178759
6111,82405,82405 Wessobrunn,2129,51.006778,113271081.195801,71356.9678698485
6112,82389,82389 Böbing,1663,33.383177,73807477.0273438,48059.4942223216
6113,82387,82387 Antdorf,1188,22.348041,49418914.9960938,47732.6965735015
6114,82362,82362 Weilheim i. OB,21179,56.148079,124591202.638672,83788.7813527701
6115,31707,"31707 Heeßen, Bad Eilsen",3723,4.554034,12132783.6035156,23898.756326533
6116,31737,31737 Rinteln,25879,110.351328,293180634.283203,148527.929810712
6117,90475,90475 Nürnberg,15149,64.223363,151689009.562012,87024.3985140502
6118,31555,31555 Suthfeld,1483,5.024718,13461547.4277344,26418.2151666611
6119,99846,99846 Seebach,2112,3.591651,9027608.0703125,13870.9573072978
6120,31559,"31559 Haste, Hohnhorst",4821,23.214515,62235559.1713867,50410.1954789826
6121,31719,31719 Wiedensahl,1064,11.54084,30959461.8110352,26811.0000084245
6122,99869,99869 Drei Gleichen,24234,280.891507,707368527.321777,221941.523217741
6123,99887,99887 Georgenthal/ Thür. Wald,8395,78.164295,195881747.458496,115224.644035641
6124,31552,"31552 Apelern, Rodenberg",8877,39.776432,106278738.072754,71132.2698416571
6125,31714,31714 Lauenhagen,1384,9.838972,26364355.7807617,24682.1182527102
6126,31718,31718 Pollhagen,1187,12.812781,34367917.4472656,30333.7542615277
6127,31691,"31691 Helpsen, Seggebruch",3547,15.275057,40819891.4755859,40597.9351892737
6128,99087,99087 Erfurt,7618,5.567555,14057211.7944336,17189.3539085791
6129,31702,31702 Lüdersfeld,1044,12.883154,34505752.6279297,33973.877293222
6130,31715,31715 Meerbeck,1963,13.08064,35021965.3364258,45003.17235698
6131,31558,31558 Hagenburg,4527,15.973902,42926412.7709961,49842.5284586122
6132,99091,99091 Erfurt,15606,7.531005,19011040.012207,24469.2414262172
6133,31556,31556 Wölpinghausen,1654,18.406799,49441441.9106445,45624.5034903379
6134,56479,56479 Oberrod u.a.,11978,105.18792,261104267.126953,147072.241427578
6135,73340,73340 Amstetten,3891,49.892978,114014267.087402,85344.3631748523
6136,31542,31542 Bad Nenndorf,10102,23.265525,62273495.3442383,81283.2051610827
6137,91352,91352 Hallerndorf,3972,41.351052,98980843.6665039,69664.2390242548
6138,91257,91257 Pegnitz,13525,155.655256,372285584.780273,173318.478706877
6139,91327,91327 Gößweinstein,4071,57.764847,138294613.535645,95599.2784890772
6140,31553,"31553 Auhagen, Sachsenhagen",3288,27.773488,74520814.8496094,48592.6456358389
6141,91346,91346 Wiesenttal,2534,45.826427,109974213.667969,74777.5600828404
6142,31683,31683 Obernkirchen,9421,31.948394,85215736.5063477,68602.3816047325
6143,99837,99837 Berka/ Werra,6749,78.441769,197270689.92627,111019.687129078
6144,99830,99830 Treffurt/Ifta,6550,72.879567,184740275.797363,117780.281999747
6145,99817,99817 Eisenach,41780,103.956915,262163773.50293,110000.794352586
6146,99834,99834 Gerstungen,9673,150.376598,378497357.213379,171371.182110967
6147,91358,91358 Kunreuth,1370,9.868194,23542199.9741211,26099.1822737089
6148,91224,91224 Pommelsbrunn,5176,50.04982,118560589.123047,86542.6642766621
6149,91230,91230 Happurg,3682,42.622404,100805621.643555,73218.4627154467
6150,90599,90599 Dietenhofen,5512,63.890881,150779279.390137,87872.4535383699
6151,90619,90619 Trautskirchen,1321,19.822048,46898945.8754883,54162.4769583047
6152,90616,90616 Neuhof a.d.Zenn,2089,30.840228,72924209.7036133,59691.7082416896
6153,99826,99826 Mihla u.a.,3283,55.345771,140114170.39502,106096.230046985
6154,91468,91468 Gutenstetten,1292,21.30126,50730964.6826172,41474.1039283329
6155,91456,91456 Diespeck,3586,21.044865,50066474.6967773,58522.8974319893
6156,91484,91484 Sugenheim,2307,62.31427,148314099.143555,81295.9037653697
6157,91465,91465 Ergersheim,1110,30.034822,71228880.5029297,52560.1521438431
6158,91448,91448 Emskirchen,5968,64.952861,154214881.374512,113667.686492975
6159,91469,91469 Hagenbüchach,1229,11.503886,27288685.965332,35039.3338739682
6160,91619,91619 Obernzenn,2639,39.647123,93759063.5698242,73178.3881702484
6161,91480,91480 Markt Taschendorf,1024,27.57385,65846068.0581055,54451.0512346503
6162,91466,91466 Gerhardshofen,2492,27.197128,64747576.9291992,49620.4196232991
6163,91413,91413 Neustadt a.d.Aisch,12323,61.308427,145708307.160645,87962.8825201001
6164,91477,91477 Markt Bibart,1854,30.00191,71567601.5332031,63119.6839693131
6165,91481,91481 Münchsteinach,1388,29.429125,70181348.5317383,59214.5456402084
6166,91462,91462 Dachsbach,1706,20.612029,49126603.4155273,48080.5659072883
6167,91438,91438 Bad Windsheim,11967,81.951625,194347884.339844,97384.8934340495
6168,91478,91478 Markt Nordheim,1130,39.232123,93237667.4399414,64992.7092251052
6169,99848,99848 Wutha-Farnroda,6348,36.805956,92622730.590332,60044.3017993466
6170,91593,91593 Burgbernheim,2956,41.86871,99077241.6533203,70563.2379128375
6171,91463,91463 Dietersheim,2166,31.141537,73934494.2724609,59985.7896475526
6172,91459,91459 Markt Erlbach,5472,60.828551,144138875.673828,110501.062888004
6173,91613,91613 Marktbergel,1543,24.197074,57206702.3046875,41915.2216864767
6174,99842,99842 Ruhla,5994,37.287662,93651595.9174805,52477.9330441479
6175,91452,91452 Wilhermsdorf,4929,26.716891,63212215.0332031,54863.7761759701
6176,91483,91483 Oberscheinfeld,1221,42.266189,101044454.205078,65803.0351160607
6177,91486,91486 Uehlfeld,2895,31.1641,74348444.6865234,60571.2424424736
6178,91443,91443 Scheinfeld,4591,45.120143,107671897.791504,68472.833502539
6179,99831,99831 Creuzburg,5004,69.320937,175416022.586914,97065.8292108959
6180,91560,91560 Heilsbronn,9051,62.175223,146404810.915527,80630.6349373443
6181,91731,91731 Langfurth,2144,21.166228,49357679.9746094,42860.0634405589
6182,91617,91617 Oberdachstetten,1595,23.640811,55812204.1894531,50657.2895243946
6183,91578,91578 Leutershausen,5525,84.017426,197465213.104492,101850.428433135
6184,91602,91602 Dürrwangen,2567,23.022704,53689898.8608398,47811.5164945025
6185,91639,91639 Wolframs-Eschenbach,2782,25.492163,59725691.7573242,58847.5409202337
6186,91572,91572 Bechhofen,5879,61.773807,144442971.536621,78003.2962161457
6187,91744,91744 Weiltingen,1375,24.055735,55935579.3427734,40935.3839844341
6188,91623,91623 Sachsen b. Ansbach,3179,20.913045,49125702.6650391,44709.0494396421
6189,91592,91592 Buch a. Wald,978,26.460908,62249031.4838867,53317.3534462124
6190,91637,91637 Wörnitz,1676,24.446407,57338249.4785156,55354.7028065109
6191,91567,91567 Herrieden,7522,81.660551,191388491.019531,116886.212891967
6192,91611,91611 Lehrberg,3061,50.802613,119694913.925781,80967.0673861356
6193,91634,91634 Wilburgstetten,2094,25.460519,59174739.3081055,66975.4353309015
6194,91598,91598 Colmberg,1973,38.320436,90319491.1987305,68181.9629244053
6195,91522,91522 Ansbach,39510,99.78045,234455547.939941,114497.977264261
6196,91717,91717 Wassertrüdingen,5972,53.523001,124498549.856934,99846.2569496904
6197,91610,91610 Insingen,1124,21.243976,49965790.2963867,49868.9942719329
6198,99820,99820 Hörselberg-Hainich,6372,141.805929,357884506.195313,140903.481578474
6199,91596,91596 Burk,1143,14.090968,32907000.3925781,44444.6693223785
6200,91555,91555 Feuchtwangen,12095,137.14148,320759344.440918,140470.305143973
6201,91616,91616 Neusitz,2027,13.638864,32163258.5029297,48589.0195984073
6202,99988,99988 Südeichsfeld,4866,40.320629,102479830.202637,77627.4681761349
6203,91586,91586 Lichtenau,3694,41.345618,97040101.5688477,71100.4266460936
6204,91601,91601 Dombühl,1654,17.878664,41951018.7397461,34558.9937364593
6205,91550,91550 Dinkelsbühl,11251,75.178465,175130951.228027,126579.781689713
6206,91743,91743 Unterschwaningen,874,18.547198,43230743.1801758,39664.8214034949
6207,91628,91628 Steinsfeld,1234,31.76383,75052600.6513672,61896.6590800075
6208,91590,91590 Bruckberg,1316,7.633891,17978376.7348633,34775.8329596446
6209,91749,91749 Wittelshofen,1274,24.164283,56269557.0375977,56657.0930635793
6210,91635,91635 Windelsbach,1094,38.425024,90694536.5507813,85540.2211092895
6211,91564,91564 Neuendettelsau,7390,33.880703,79586131.9326172,70583.5300757629
6212,91740,91740 Röckingen,731,10.873678,25305180.6479492,26063.4506605966
6213,91632,91632 Wieseth,1384,20.570546,48097078.8554688,44700.9343642925
6214,99998,"99998 Körner, Weinbergen",4942,74.291525,189150271.989746,87652.6234351149
6215,91589,91589 Aurach,2794,36.675999,86002735.8071289,74081.5419062297
6216,91726,91726 Gerolfingen,997,12.636855,29404877.1918945,29336.4690997342
6217,91608,91608 Geslau,1364,41.982795,98930386.5888672,58485.3116490879
6218,91631,91631 Wettringen,956,21.299239,49989401.4926758,56017.7012502255
6219,91595,91595 Burgoberbach,3257,12.648666,29637324.6210938,34072.8642218872
6220,91734,91734 Mitteleschenbach,1580,10.547346,24700800.1162109,39120.6894014099
6221,91622,91622 Rügland,1236,20.958777,49498407.425293,57781.7372890381
6222,91583,91583 Schillingsfürst,3849,49.866366,117200384.42041,102348.742338527
6223,91607,91607 Gebsattel,1771,19.095568,44965781.5737305,55660.4938208404
6224,91541,91541 Rothenburg ob der Tauber,10963,41.74385,98407639.965332,72186.1161317636
6225,91732,91732 Merkendorf,2721,26.117353,61145134.8481445,58722.6716658246
6226,91626,91626 Schopfloch,2828,15.290252,35672046.9008789,40545.5967282006
6227,91580,91580 Petersaurach,4877,41.815935,98361671.2919922,77920.1001930419
6228,91746,91746 Weidenbach,2151,21.675387,50762832.3691406,39875.4048416159
6229,91575,91575 Windsbach,6051,68.043865,159609947.789551,103124.480169387
6230,91737,91737 Ornbau,1578,15.126775,35372099.2543945,40588.0609306569
6231,99974,99974 Mühlhausen,33872,91.379653,232796149.05957,101667.053050035
6232,91625,91625 Schnelldorf,3544,51.416484,120397775.67627,79302.1946073687
6233,91587,91587 Adelshofen,972,27.199752,64334570.7480469,46689.4833404258
6234,91725,91725 Ehingen,2000,47.60245,110978535.798828,62712.6743856498
6235,91614,91614 Mönchsroth,1646,11.714074,27234279.8369141,36431.910544083
6236,91629,91629 Weihenzell,2831,45.169915,106417608.994629,64666.1876003019
6237,91599,91599 Dentlein a. Forst,2362,18.024065,42101885.465332,56756.8775370444
6238,91722,91722 Arberg,2298,33.122063,77334561.6103516,57588.8232063959
6239,91620,91620 Ohrenbach,628,22.711617,53757530.5126953,44022.0047745666
6240,99991,99991 Unstrut-Hainich,5269,96.922943,245832824.781738,104870.184376796
6241,99976,"99976 Rodeberg, Anrode, Dünwald, Faulungen, Hildebrandshausen und  Lengenfeld.
Anrode und Dünwald sind zum1.1.2023 aufgelöst, die Adressen sind aber weiterhin gültig, die Post hat da (i.e Hüpfeld, Zella, Bickenriede, Beberstedt) noch kein Update gem",8329,94.619693,241345771.260254,171060.51824404
